x,y,color
-1.2070657493854209,0.27742924211066,blue
1.084441176683056,-2.3456977026293493,blue
0.42912468881105,0.506055892157574,blue
-0.5747399601346488,-0.546631855784187,blue
-0.564451999093283,-0.8900378290441038,blue
-0.477192699753547,-0.998386444859704,blue
-0.77625389463799,0.06445881727626934,blue
0.9594940589707713,-0.1102854943907743,blue
-0.5110095058066422,-0.9111954166298112,blue
-0.8371716802689395,2.415835178489341,blue
0.1340882201520312,-0.4906858966909428,blue
-0.44054787235322707,0.45958944100585364,blue
-0.6937202469374755,-1.448204910386472,blue
0.5747557209007284,-1.023655722963879,blue
-0.015138300364181678,-0.9359486011683936,blue
1.1022975462002629,-0.4755930788690574,blue
-0.7094400375125062,-0.5012580605947614,blue
-1.629093469078704,-1.1676192620941863,blue
-2.1800396489486737,-1.3409931921000284,blue
-0.2942938587637133,-0.4658975404061103,blue
1.449496265287132,-1.068642723674581,blue
-0.855364633737507,-0.2806230019574539,blue
-0.9943400762956649,-0.968514317872049,blue
-1.107318192641766,-1.25198588563894,blue
-0.5238281189873557,-0.49684995726669995,blue
-1.8060312568019488,-0.5820759246893328,blue
-1.1088896244267814,-1.0149620094920093,blue
-0.16230952355681924,0.5630558189945174,blue
1.6478174728150614,-0.7733534239436951,blue
1.6059096288572963,-1.15780854769441,blue
0.6565884643328073,2.5489910707178565,blue
-0.03476038980383759,-0.6696335796619575,blue
-0.007604755710974629,1.7770844481434263,blue
-1.1386077367509086,1.3678271794232626,blue
1.3295647907823602,0.33647279720381734,blue
0.006892838441957958,-0.4554687381614281,blue
-0.3665239328739332,0.6482865675031478,blue
2.0702708613309433,-0.1533984124669701,blue
-1.390700946701491,-0.7235817771101544,blue
0.25826176216785335,-0.31705911496119904,blue
-0.17778995766429437,-0.1699940768545406,blue
-1.3723018858766938,-0.1737871704140332,blue
0.8502322571218842,0.697608711668253,blue
0.5499973510911011,-0.4027319754476228,blue
-0.19159377047847675,-1.1945278796025132,blue
-0.053158818743323934,0.2551960009958334,blue
1.7059640072400748,1.0015132523634485,blue
-0.4955834430014601,0.3555502969997491,blue
-1.134608043533848,0.8782036269522915,blue
0.9729167533761225,2.1211171053756757,blue
0.41452353437498546,-0.47471847352936014,blue
0.06599349370446135,-0.5024777823938661,blue
-0.8259985871293356,0.16698927975298372,blue
-0.8962646262447586,0.168185387655757,blue
0.35496826101485446,-0.052105116871133596,blue
-0.1959346187162532,-0.6490697516057603,blue
-1.1097672313987317,0.8492742026550582,blue
0.02236252607602403,0.8311406173068353,blue
-1.2442878513442277,0.16902641376617525,blue
0.6731663069476793,-0.0262763764485261,blue
-0.19139216855602378,-0.7819066466998764,blue
2.0581619877634907,0.7505014531558307,blue
1.8242083023782891,0.08005964109198799,blue
-0.6314092989663658,-1.5132881200337271,blue
-0.6360998310850513,0.22630153249716084,blue
1.0136903474657484,0.2527501350663418,blue
-1.1719483128411208,0.6687143285250335,blue
-1.6501009348443607,-0.3658522481919009,blue
-0.31611832883307983,-1.948246047321369,blue
0.9200575223909052,-0.6228715948788748,blue
-0.3340366499974584,1.3951478925296228,blue
0.63667441103895,-0.10843169699038264,blue
0.5137627784046735,0.39927180727395833,blue
1.6628564474304048,0.2758934035854829,blue
0.5062726232076872,0.34755197502381147,blue
-0.37723764749631333,0.09761946310923739,blue
1.6387446451217278,-0.8755924741895688,blue
0.12175999864104588,1.362130660844982,blue
-0.23462108692271014,-1.053382807943086,blue
-0.8697836056359117,-0.3901270296470549,blue
-0.8473500731295719,-0.26063939209939924,blue
-0.4144197063418933,-0.1830507977194335,blue
0.40705609788057767,0.6246331282021466,blue
1.678205743704712,-0.06869365356499067,blue
-0.32083991265817746,1.471005717048905,blue
1.7043293978270984,0.04324403755752908,blue
-0.332657319133519,-1.8222354175630957,blue
1.4112623987467803,-0.8375824340768611,blue
-1.1237627943953163,3.043765886095288,blue
0.2350213082506708,-0.033258610113305734,blue
-2.7322195229558033,-0.09979058844189614,blue
0.9760317349223964,0.41386891545109733,blue
0.9123221616101135,1.983732200684385,blue
1.1691085140136264,-0.5087370154152195,blue
0.7041801784655121,-0.19841627382207877,blue
-0.5380707888848628,-2.8557586550192346,blue
-0.7896468522637611,0.48781463516368456,blue
2.168032539519327,0.5006946142807859,blue
0.6202102036673197,-0.9659032101335753,blue
0.16265470811826502,-2.078237541887377,blue
0.4852268205692524,0.6967687785649126,red
0.18551391558305708,0.7007335155444611,red
0.31168102866135927,0.7604623619678382,red
1.8424636262076608,1.1123628412625959,red
0.032663957501444116,-1.1144489647973643,red
0.418057822385083,-0.4002352373431631,red
1.4934931026174805,-1.6070809398497166,red
-0.41575178840151533,0.42200837321741996,red
-0.1517365365349772,-0.6061511152642196,red
-0.3047210689667141,0.6295360998844716,red
0.8951719802755387,0.6602126318204053,red
2.2734835204474795,1.1734975726323913,red
0.2877097283137869,-0.6597700938213056,red
2.919140130717616,0.6774155004383278,red
-0.684320344136007,0.1864920830809705,red
-0.32439330048365717,-0.2747042182258064,red
-0.9335033405898677,0.11684534498608157,red
0.3191602386481171,-1.0775421227594297,red
-3.2331521329231374,-0.2548746526545339,red
0.029517830321479727,0.5942737741105125,red
0.05913516817879686,0.41339889473704555,red
-1.0977721745704208,0.7111752572704405,red
0.7188887298541428,0.25165106902896767,red
1.3572744361517743,0.40446847127860724,red
0.2643642698379387,0.26804390414369733,red
0.4369305770394833,1.0601239054873643,red
0.45219039652871523,0.663198615687065,red
-1.136373553990835,-0.37049751709211715,red
1.4769695897924702,-1.223903750513756,red
0.25806838739610555,0.40500280543351647,red
0.9758033218094498,-0.3488767365399089,red
0.15862543949126237,-1.7632550665411535,red
0.3385960470999051,-0.666565029559273,red
-0.23864662432764408,-1.1877652824571938,red
0.38493532176857836,0.6665795156544796,red
-0.30461388945773527,1.8250110640862958,red
0.6705593705675875,0.9486325732551532,red
2.049403001670911,-0.6511136092375348,red
0.8086192728462934,0.986580613954563,red
-0.006170796090700027,0.3190523579319117,red
-1.0118219027418442,0.4701675477263889,red
-0.7009703316290975,0.8136828625264914,red
-0.8114307839927722,0.31939748709946025,red
-0.8465226531636244,-0.24576317912873258,red
-1.552859011105461,0.12843403292575334,red
0.9854433894048675,0.18324752306719144,red
-1.7662292134304587,-0.6205336966159437,red
1.6560430369987358,1.8098053855838763,red
-1.1750367680121352,-0.3667032588276411,red
0.35362544892728676,0.3191562208678976,red
-0.5799569890194015,-0.9532787019469066,red
-0.179428586945621,1.0098082149443033,red
0.023626614921408818,-0.6490282195839006,red
-0.5043742220481909,1.6143914954583631,red
-0.446959811255663,0.7631767611133149,red
1.471718686185799,0.4436649036874155,red
-0.4217218700701888,-0.040001626206073636,red
-0.4922799682278874,1.2277171173127512,red
-0.1495535652443922,1.5499833839824633,red
-0.5616125353813136,-0.6471172506323607,red
0.14313215905042678,0.024188647991051214,red
-0.504451524580869,-1.5813968099303388,red
0.030066421255418002,-0.7165766990707013,red
1.082610955476119,-0.9526854549392934,red
1.1264827290091572,-0.649043017379116,red
0.2924700784067261,0.898702724402737,red
